training/avg_reward,x_axis/optimization_steps,x_axis/samples_seen,x_axis/samples_collected,x_axis/epochs,training/pg_loss,training/v_loss,training/entropy,training/approx_kl,training/clipfrac,training/grad_norm,training/ent_coef,training/PPD_loss,training/SPS,training/n_better_episodes,training/learning_rate,iteration,global_step,Test/Episode Reward Student on OD test,Test/Mean entropy Student on OD test
-66.36515508329661,88380.0,20362752.0,5090688.0,4419.0,-0.0021474063396453857,893.3545532226562,-1.1873936653137207,0.008753906935453415,0.007421875,244.29568481445312,0.0,7.050302505493164,253.0,0.0,0.0003,4419,5090688,,
,88400.0,20367360.0,5091840.0,4420.0,-0.003619592636823654,6.7180280685424805,-1.087599515914917,0.019817208871245384,0.059375,147.11822509765625,0.0,7.764592170715332,253.0,0.0,0.0003,4420,5091840,,
-66.63575609659003,88420.0,20371968.0,5092992.0,4421.0,0.024528775364160538,833.7581787109375,-1.2160611152648926,0.053639400750398636,0.0482421875,329.37322998046875,0.0,7.082705974578857,253.0,0.0,0.0003,4421,5092992,,
-64.99105082773066,88440.0,20376576.0,5094144.0,4422.0,0.011586487293243408,758.6007690429688,-1.175931692123413,0.018312659114599228,0.033984375,364.5083312988281,0.0,7.045838356018066,253.0,0.0,0.0003,4422,5094144,,
,88460.0,20381184.0,5095296.0,4423.0,0.06618953496217728,4.996809482574463,-1.1062040328979492,0.04452485591173172,0.13046875,75.87934112548828,0.0,7.676061630249023,253.0,0.0,0.0003,4423,5095296,,
-66.2605161143824,88480.0,20385792.0,5096448.0,4424.0,0.026580538600683212,1081.6290283203125,-1.1251752376556396,0.032668955624103546,0.0892578125,4953.38916015625,0.0,6.977147579193115,253.0,0.0,0.0003,4424,5096448,,
,88500.0,20390400.0,5097600.0,4425.0,0.015094546601176262,10.717493057250977,-1.046224594116211,0.02155982330441475,0.129296875,140.65863037109375,0.0,8.079704284667969,253.0,0.0,0.0003,4425,5097600,,
,,,,,,,,,,,,,,,,4425,5097600,-37.0837118014942,-1.0555724
-71.57569029267904,88520.0,20395008.0,5098752.0,4426.0,-0.0016747228801250458,560.4833984375,-1.1263362169265747,0.01649121195077896,0.0435546875,855.44091796875,0.0,6.446117401123047,252.0,0.0,0.0003,4426,5098752,,
-66.92705117308817,88540.0,20399616.0,5099904.0,4427.0,-0.005960072390735149,739.681396484375,-1.1667873859405518,0.025401132181286812,0.0275390625,213.8474578857422,0.0,6.283971786499023,253.0,0.0,0.0003,4427,5099904,,
,88560.0,20404224.0,5101056.0,4428.0,0.004457402974367142,7.883401393890381,-1.0419199466705322,0.025844421237707138,0.1189453125,38.558311462402344,0.0,7.245238780975342,253.0,0.0,0.0003,4428,5101056,,
-69.25278527611736,88580.0,20408832.0,5102208.0,4429.0,0.03209007531404495,1153.4559326171875,-1.095469355583191,0.023900730535387993,0.069921875,349.8357238769531,0.0,7.127193450927734,253.0,0.0,0.0003,4429,5102208,,
-68.10796593034318,88600.0,20413440.0,5103360.0,4430.0,-0.013161981478333473,729.3495483398438,-1.1312932968139648,0.008179642260074615,0.0048828125,349.0208435058594,0.0,7.6183905601501465,253.0,0.0,0.0003,4430,5103360,,
,88620.0,20418048.0,5104512.0,4431.0,-0.018125394359230995,6.732427597045898,-1.0328576564788818,0.029753293842077255,0.1021484375,67.66630554199219,0.0,7.9288787841796875,253.0,0.0,0.0003,4431,5104512,,
-70.64707496484559,88640.0,20422656.0,5105664.0,4432.0,-0.01652531512081623,806.3923950195312,-1.1278400421142578,0.017284024506807327,0.040625,4365.2705078125,0.0,6.725412368774414,253.0,0.0,0.0003,4432,5105664,,
-69.80408291893158,88660.0,20427264.0,5106816.0,4433.0,0.0035784468054771423,878.5831298828125,-1.0430294275283813,0.0270223431289196,0.0283203125,2304.53173828125,0.0,6.697362899780273,253.0,0.0,0.0003,4433,5106816,,
,88680.0,20431872.0,5107968.0,4434.0,-0.0080103799700737,5.217031955718994,-1.1144189834594727,0.03697759658098221,0.087109375,117.64244842529297,0.0,7.410726547241211,253.0,0.0,0.0003,4434,5107968,,
-71.78085188546356,88700.0,20436480.0,5109120.0,4435.0,0.017950456589460373,883.7276000976562,-1.1553337574005127,0.03480914235115051,0.0521484375,155.07781982421875,0.0,7.031227111816406,253.0,0.0,0.0003,4435,5109120,,
,88720.0,20441088.0,5110272.0,4436.0,0.04350697994232178,9.10348892211914,-1.040583610534668,0.035229749977588654,0.07890625,66.78687286376953,0.0,7.130619049072266,253.0,0.0,0.0003,4436,5110272,,
-68.52948165700424,88740.0,20445696.0,5111424.0,4437.0,-0.0026055751368403435,639.2884521484375,-1.207155466079712,0.028704416006803513,0.09453125,549.9779663085938,0.0,7.065610408782959,253.0,0.0,0.0003,4437,5111424,,
-67.8730581845722,88760.0,20450304.0,5112576.0,4438.0,-0.010870352387428284,834.01953125,-1.2232506275177002,0.03346075490117073,0.059765625,161.08998107910156,0.0,6.85737943649292,253.0,0.0,0.0003,4438,5112576,,
,88780.0,20454912.0,5113728.0,4439.0,0.02129599079489708,8.09925651550293,-1.0966098308563232,0.03460770472884178,0.1138671875,118.64054870605469,0.0,8.68520736694336,253.0,0.0,0.0003,4439,5113728,,
-69.39353774443262,88800.0,20459520.0,5114880.0,4440.0,0.009150123223662376,935.4476318359375,-1.1590123176574707,0.02844265103340149,0.0626953125,203.86187744140625,0.0,6.959455490112305,253.0,0.0,0.0003,4440,5114880,,
-66.40217223331544,88820.0,20464128.0,5116032.0,4441.0,0.011111896485090256,906.166748046875,-1.1542677879333496,0.020468859001994133,0.0328125,953.6167602539062,0.0,6.683582782745361,253.0,0.0,0.0003,4441,5116032,,
,88840.0,20468736.0,5117184.0,4442.0,0.009998656809329987,5.82896614074707,-1.089186191558838,0.01132725365459919,0.01640625,95.49828338623047,0.0,7.805869102478027,253.0,0.0,0.0003,4442,5117184,,
-67.69911418908185,88860.0,20473344.0,5118336.0,4443.0,-0.02006751298904419,616.6568603515625,-1.2177454233169556,0.0244235098361969,0.0484375,77.21834564208984,0.0,6.995757102966309,253.0,0.0,0.0003,4443,5118336,,
-67.98770321662377,88880.0,20477952.0,5119488.0,4444.0,0.014378629624843597,907.6533203125,-1.0587668418884277,0.007980434224009514,0.01171875,4494.31591796875,0.0,7.80630350112915,253.0,0.0,0.0003,4444,5119488,,
,88900.0,20482560.0,5120640.0,4445.0,0.08680492639541626,4.381993770599365,-1.182967185974121,0.19782185554504395,0.1962890625,204.3749542236328,0.0,6.248936653137207,253.0,0.0,0.0003,4445,5120640,,
-70.03514845444049,88920.0,20487168.0,5121792.0,4446.0,-0.020138457417488098,1161.8055419921875,-1.192976951599121,0.019710490480065346,0.043359375,4195.34765625,0.0,6.008831977844238,253.0,0.0,0.0003,4446,5121792,,
,88940.0,20491776.0,5122944.0,4447.0,-0.02705230936408043,9.746724128723145,-1.0739641189575195,0.01973026618361473,0.0705078125,55.74449157714844,0.0,7.290325164794922,253.0,0.0,0.0003,4447,5122944,,
-68.30527834200524,88960.0,20496384.0,5124096.0,4448.0,0.000295102596282959,582.61279296875,-1.1684178113937378,0.015041746199131012,0.0580078125,434.0988464355469,0.0,7.276302337646484,253.0,0.0,0.0003,4448,5124096,,
-69.96484903654877,88980.0,20500992.0,5125248.0,4449.0,0.018789947032928467,770.0941162109375,-1.2070131301879883,0.04069427400827408,0.055859375,3495.571533203125,0.0,7.443419933319092,253.0,0.0,0.0003,4449,5125248,,
,89000.0,20505600.0,5126400.0,4450.0,0.0015456117689609528,6.998483180999756,-1.0619230270385742,0.056733496487140656,0.1498046875,148.02235412597656,0.0,7.150065898895264,253.0,0.0,0.0003,4450,5126400,,
,,,,,,,,,,,,,,,,4450,5126400,-38.115950405287904,-1.0983312
-67.05868412685966,89020.0,20510208.0,5127552.0,4451.0,0.016342591494321823,837.313720703125,-1.115761637687683,0.01673891767859459,0.050390625,214.95262145996094,0.0,7.074131011962891,253.0,0.0,0.0003,4451,5127552,,
-68.51873677015244,89040.0,20514816.0,5128704.0,4452.0,0.007829025387763977,814.9029541015625,-1.1498992443084717,0.014571379870176315,0.03671875,1562.4112548828125,0.0,8.137882232666016,253.0,0.0,0.0003,4452,5128704,,
,89060.0,20519424.0,5129856.0,4453.0,0.01864214800298214,5.234749794006348,-1.0982944965362549,0.03588789701461792,0.0865234375,90.92390441894531,0.0,7.284497261047363,253.0,0.0,0.0003,4453,5129856,,
-69.04669730950083,89080.0,20524032.0,5131008.0,4454.0,-0.0031264126300811768,711.3612670898438,-1.1310797929763794,0.03742976114153862,0.06171875,179.54737854003906,0.0,6.730402946472168,253.0,0.0,0.0003,4454,5131008,,
,89100.0,20528640.0,5132160.0,4455.0,-0.0035520680248737335,10.578451156616211,-1.0433270931243896,0.04139041155576706,0.11796875,69.3144302368164,0.0,7.50612735748291,253.0,0.0,0.0003,4455,5132160,,
-70.56740010039246,89120.0,20533248.0,5133312.0,4456.0,-0.007665175944566727,660.2921142578125,-1.109506607055664,0.02739739790558815,0.0697265625,1392.3953857421875,0.0,7.055287837982178,253.0,0.0,0.0003,4456,5133312,,
-71.67442529587656,89140.0,20537856.0,5134464.0,4457.0,0.00532468780875206,1092.418701171875,-1.1598527431488037,0.03660598397254944,0.0564453125,131.04165649414062,0.0,6.837714195251465,253.0,0.0,0.0003,4457,5134464,,
,89160.0,20542464.0,5135616.0,4458.0,-0.007210183888673782,8.817522048950195,-1.0760377645492554,0.03504231572151184,0.1080078125,62.72686767578125,0.0,7.441817283630371,253.0,0.0,0.0003,4458,5135616,,
-70.00561134360345,89180.0,20547072.0,5136768.0,4459.0,-0.00732472725212574,822.7444458007812,-1.1852836608886719,0.009970770217478275,0.0103515625,400.9068298339844,0.0,6.478626728057861,253.0,0.0,0.0003,4459,5136768,,
-70.0495297023269,89200.0,20551680.0,5137920.0,4460.0,0.0030691027641296387,988.818603515625,-1.119093656539917,0.005165045149624348,0.0046875,5256.9482421875,0.0,7.563109397888184,253.0,0.0,0.0003,4460,5137920,,
,89220.0,20556288.0,5139072.0,4461.0,0.026947658509016037,4.824188709259033,-1.059309720993042,0.035069532692432404,0.0623046875,87.8437271118164,0.0,7.800230026245117,253.0,0.0,0.0003,4461,5139072,,
-67.85671125837143,89240.0,20560896.0,5140224.0,4462.0,-0.02576349303126335,663.36572265625,-1.1303619146347046,0.020504970103502274,0.045703125,327.8957214355469,0.0,7.029733657836914,253.0,0.0,0.0003,4462,5140224,,
-69.2592560501029,89260.0,20565504.0,5141376.0,4463.0,-0.02266758494079113,563.1651611328125,-1.088942527770996,0.005163185298442841,0.003515625,187.77598571777344,0.0,7.543444633483887,253.0,0.0,0.0003,4463,5141376,,
,89280.0,20570112.0,5142528.0,4464.0,0.010616030544042587,5.386301040649414,-1.1233110427856445,0.04682936891913414,0.126171875,109.23345947265625,0.0,6.849576950073242,253.0,0.0,0.0003,4464,5142528,,
-70.27006341253548,89300.0,20574720.0,5143680.0,4465.0,0.03236152231693268,751.6707763671875,-1.1890859603881836,0.027401220053434372,0.0533203125,3257.607421875,0.0,6.741804599761963,253.0,0.0,0.0003,4465,5143680,,
,89320.0,20579328.0,5144832.0,4466.0,-0.016272325068712234,8.629890441894531,-1.0708858966827393,0.01326542254537344,0.042578125,76.79541778564453,0.0,7.938071250915527,253.0,0.0,0.0003,4466,5144832,,
-70.42585443601088,89340.0,20583936.0,5145984.0,4467.0,-0.002471569925546646,736.164306640625,-1.1626579761505127,0.022208044305443764,0.0357421875,569.3154907226562,0.0,6.905529975891113,253.0,0.0,0.0003,4467,5145984,,
-67.07388881253964,89360.0,20588544.0,5147136.0,4468.0,-0.00150240957736969,605.7083740234375,-1.190603494644165,0.024989159777760506,0.02265625,3898.3984375,0.0,6.5648956298828125,253.0,0.0,0.0003,4468,5147136,,
,89380.0,20593152.0,5148288.0,4469.0,0.0034108422696590424,7.513357162475586,-1.0727355480194092,0.02417711354792118,0.05234375,72.64299774169922,0.0,7.366456031799316,253.0,0.0,0.0003,4469,5148288,,
-67.82705383483625,89400.0,20597760.0,5149440.0,4470.0,0.01331569254398346,924.076904296875,-1.189396858215332,0.01559081207960844,0.0333984375,373.67620849609375,0.0,6.576614856719971,253.0,0.0,0.0003,4470,5149440,,
-67.0251972509036,89420.0,20602368.0,5150592.0,4471.0,0.002647045999765396,911.8128662109375,-1.203468918800354,0.015496525913476944,0.01484375,3916.051513671875,0.0,6.593426704406738,253.0,0.0,0.0003,4471,5150592,,
,89440.0,20606976.0,5151744.0,4472.0,0.015133343636989594,5.021536350250244,-1.0976189374923706,0.031089987605810165,0.08046875,96.18170166015625,0.0,7.797557353973389,253.0,0.0,0.0003,4472,5151744,,
-67.38712332250547,89460.0,20611584.0,5152896.0,4473.0,-0.010291317477822304,1093.7080078125,-1.1808133125305176,0.01869811862707138,0.047265625,210.09715270996094,0.0,7.188356399536133,253.0,0.0,0.0003,4473,5152896,,
-69.35893160498978,89480.0,20616192.0,5154048.0,4474.0,-0.0018497630953788757,912.6456298828125,-1.0863258838653564,0.0026994957588613033,0.0005859375,592.0967407226562,0.0,7.752275466918945,253.0,0.0,0.0003,4474,5154048,,
,89500.0,20620800.0,5155200.0,4475.0,0.001165829598903656,4.204582214355469,-1.1465699672698975,0.026565786451101303,0.078125,65.43502807617188,0.0,6.177175045013428,253.0,0.0,0.0003,4475,5155200,,
,,,,,,,,,,,,,,,,4475,5155200,-37.77030176785873,-1.1183628
-67.1751303678592,89520.0,20625408.0,5156352.0,4476.0,0.009714160114526749,638.9359130859375,-1.2149608135223389,0.026531625539064407,0.0939453125,83.96441650390625,0.0,6.3481059074401855,253.0,0.0,0.0003,4476,5156352,,
,89540.0,20630016.0,5157504.0,4477.0,-0.006594764068722725,8.689228057861328,-1.1041606664657593,0.02848777174949646,0.08828125,62.94016647338867,0.0,7.014949798583984,253.0,0.0,0.0003,4477,5157504,,
-68.62129441900551,89560.0,20634624.0,5158656.0,4478.0,-0.004412502981722355,881.193359375,-1.1987266540527344,0.009004810824990273,0.01171875,3414.062744140625,0.0,6.407191276550293,253.0,0.0,0.0003,4478,5158656,,
-64.96105961010164,89580.0,20639232.0,5159808.0,4479.0,-0.006607424467802048,503.2484436035156,-1.2144279479980469,0.043677397072315216,0.061328125,259.0309753417969,0.0,6.618879318237305,253.0,0.0,0.0003,4479,5159808,,
,89600.0,20643840.0,5160960.0,4480.0,0.06708444654941559,4.858517646789551,-1.0330910682678223,0.10745088011026382,0.202734375,132.9295654296875,0.0,9.485167503356934,253.0,0.0,0.0003,4480,5160960,,
-66.66276643944829,89620.0,20648448.0,5162112.0,4481.0,-0.0020492281764745712,1098.205078125,-1.1053812503814697,0.059334948658943176,0.087109375,231.7152557373047,0.0,7.666481971740723,253.0,0.0,0.0003,4481,5162112,,
-70.4045164637119,89640.0,20653056.0,5163264.0,4482.0,-0.0004411563277244568,1135.592529296875,-1.0816636085510254,0.005031689070165157,0.0173828125,2803.577880859375,0.0,6.970081806182861,253.0,0.0,0.0003,4482,5163264,,
,89660.0,20657664.0,5164416.0,4483.0,0.020828314125537872,6.38356876373291,-1.012116551399231,0.04100394994020462,0.0732421875,85.25395202636719,0.0,7.379053592681885,253.0,0.0,0.0003,4483,5164416,,
-72.64646070443058,89680.0,20662272.0,5165568.0,4484.0,-0.000992489978671074,1432.8980712890625,-1.1274690628051758,0.022046566009521484,0.0671875,413.79193115234375,0.0,6.726685047149658,253.0,0.0,0.0003,4484,5165568,,
,89700.0,20666880.0,5166720.0,4485.0,0.021462315693497658,12.087406158447266,-1.0613969564437866,0.03263605758547783,0.1431640625,48.0111198425293,0.0,7.072227954864502,253.0,0.0,0.0003,4485,5166720,,
-70.23651189327616,89720.0,20671488.0,5167872.0,4486.0,-0.006219394505023956,266.84381103515625,-1.1768786907196045,0.03311751037836075,0.039453125,527.9652709960938,0.0,6.943393230438232,253.0,0.0,0.0003,4486,5167872,,
-69.43427148172857,89740.0,20676096.0,5169024.0,4487.0,0.01361585222184658,942.1766357421875,-1.1487925052642822,0.02918255515396595,0.0265625,118.34808349609375,0.0,6.6960272789001465,253.0,0.0,0.0003,4487,5169024,,
,89760.0,20680704.0,5170176.0,4488.0,-0.026122117415070534,8.108537673950195,-1.054802417755127,0.03719586879014969,0.1017578125,80.9430160522461,0.0,6.928586006164551,253.0,0.0,0.0003,4488,5170176,,
-69.63895239657278,89780.0,20685312.0,5171328.0,4489.0,0.009500734508037567,693.819091796875,-1.201094150543213,0.02321912720799446,0.0603515625,464.97552490234375,0.0,6.929047107696533,253.0,0.0,0.0003,4489,5171328,,
-67.29126204666656,89800.0,20689920.0,5172480.0,4490.0,0.010511309839785099,953.7213134765625,-1.195659875869751,0.021925000473856926,0.03359375,260.86627197265625,0.0,6.824816703796387,253.0,0.0,0.0003,4490,5172480,,
,89820.0,20694528.0,5173632.0,4491.0,0.007476291619241238,5.219028472900391,-1.0883865356445312,0.02863040193915367,0.0712890625,95.69515991210938,0.0,7.664331436157227,253.0,0.0,0.0003,4491,5173632,,
-68.48310686260935,89840.0,20699136.0,5174784.0,4492.0,-0.021507397294044495,729.306640625,-1.205503225326538,0.016027651727199554,0.03203125,411.33062744140625,0.0,7.182841777801514,253.0,0.0,0.0003,4492,5174784,,
-69.75523184060016,89860.0,20703744.0,5175936.0,4493.0,-0.009455203078687191,847.66455078125,-1.1215784549713135,0.008447171188890934,0.009375,4586.61669921875,0.0,8.086462020874023,253.0,0.0,0.0003,4493,5175936,,
,89880.0,20708352.0,5177088.0,4494.0,0.04244140163064003,3.2576656341552734,-1.1208405494689941,0.03559168428182602,0.040234375,71.36652374267578,0.0,6.690237998962402,253.0,0.0,0.0003,4494,5177088,,
-66.30169840095014,89900.0,20712960.0,5178240.0,4495.0,-0.012670648284256458,839.80908203125,-1.236581802368164,0.026005852967500687,0.10234375,175.9932861328125,0.0,6.228222846984863,253.0,0.0,0.0003,4495,5178240,,
,89920.0,20717568.0,5179392.0,4496.0,0.023547204211354256,8.541646003723145,-1.08738374710083,0.03601454570889473,0.1361328125,53.1849365234375,0.0,6.98250675201416,253.0,0.0,0.0003,4496,5179392,,
-67.2953388707781,89940.0,20722176.0,5180544.0,4497.0,-0.0012095198035240173,594.7586059570312,-1.2222836017608643,0.018938083201646805,0.0392578125,381.29974365234375,0.0,7.4973297119140625,253.0,0.0,0.0003,4497,5180544,,
-66.27295343869906,89960.0,20726784.0,5181696.0,4498.0,0.0016226135194301605,699.8838500976562,-1.2381250858306885,0.013973361812531948,0.0271484375,134.31546020507812,0.0,6.435423851013184,253.0,0.0,0.0003,4498,5181696,,
,89980.0,20731392.0,5182848.0,4499.0,0.014484019950032234,7.041230201721191,-1.042598009109497,0.043839212507009506,0.0921875,53.80229949951172,0.0,7.524519920349121,253.0,0.0,0.0003,4499,5182848,,
-66.32762556104207,90000.0,20736000.0,5184000.0,4500.0,0.002802632749080658,1086.6082763671875,-1.1714568138122559,0.0412583202123642,0.1060546875,4992.54248046875,0.0,6.586976051330566,253.0,0.0,0.0003,4500,5184000,,
,,,,,,,,,,,,,,,,4500,5184000,-37.68438377226205,-1.0998768
-66.33768223311856,90020.0,20740608.0,5185152.0,4501.0,0.018475718796253204,798.525634765625,-1.1668230295181274,0.012687038630247116,0.014453125,164.8580780029297,0.0,7.265427589416504,253.0,0.0,0.0003,4501,5185152,,
,90040.0,20745216.0,5186304.0,4502.0,-0.0038997679948806763,7.012429237365723,-1.1148183345794678,0.03609786927700043,0.169921875,54.69940185546875,0.0,7.467955589294434,253.0,0.0,0.0003,4502,5186304,,
-69.1549852782021,90060.0,20749824.0,5187456.0,4503.0,0.0011950097978115082,585.5010986328125,-1.2431461811065674,0.02576235681772232,0.06953125,1131.7481689453125,0.0,6.302095890045166,253.0,0.0,0.0003,4503,5187456,,
-69.0006266804238,90080.0,20754432.0,5188608.0,4504.0,-0.011311281472444534,1114.2120361328125,-1.1270174980163574,0.011917633935809135,0.020703125,572.2752075195312,0.0,7.470378875732422,253.0,0.0,0.0003,4504,5188608,,
,90100.0,20759040.0,5189760.0,4505.0,0.06534922122955322,4.009306907653809,-1.1392534971237183,0.07027913630008698,0.091796875,61.642425537109375,0.0,6.5140838623046875,253.0,0.0,0.0003,4505,5189760,,
-69.26609555867236,90120.0,20763648.0,5190912.0,4506.0,0.03272053599357605,755.2918701171875,-1.2095603942871094,0.10355617105960846,0.0921875,3893.955322265625,0.0,6.670557022094727,253.0,0.0,0.0003,4506,5190912,,
,90140.0,20768256.0,5192064.0,4507.0,0.022312238812446594,9.428560256958008,-1.048074722290039,0.025526225566864014,0.0720703125,143.20896911621094,0.0,7.390316963195801,253.0,0.0,0.0003,4507,5192064,,
-70.53425877826677,90160.0,20772864.0,5193216.0,4508.0,0.0029520541429519653,835.9163208007812,-1.1505815982818604,0.015496937558054924,0.03203125,1522.6485595703125,0.0,6.521115303039551,253.0,0.0,0.0003,4508,5193216,,
-71.84573248182876,90180.0,20777472.0,5194368.0,4509.0,0.034085698425769806,654.198974609375,-1.1592435836791992,0.027809681370854378,0.0478515625,180.28350830078125,0.0,6.902341842651367,253.0,0.0,0.0003,4509,5194368,,
