training/avg_reward,x_axis/optimization_steps,x_axis/samples_seen,x_axis/samples_collected,x_axis/epochs,training/pg_loss,training/v_loss,training/entropy,training/approx_kl,training/clipfrac,training/grad_norm,training/ent_coef,training/PPD_loss,training/SPS,training/n_better_episodes,training/learning_rate,iteration,global_step,Test/Episode Reward Student on OD test,Test/Mean entropy Student on OD test
,59400.0,13685760.0,3421440.0,2970.0,-0.024091312661767006,14.354028701782227,-0.9966681003570557,0.03201857954263687,0.144140625,58.69280242919922,0.0,7.5228166580200195,242.0,0.0,0.0003,2970,3421440,,
-73.70157503313422,59420.0,13690368.0,3422592.0,2971.0,0.017318833619356155,144.9210968017578,-1.1028062105178833,0.011595466174185276,0.0458984375,446.8775634765625,0.0,6.66049861907959,242.0,0.0,0.0003,2971,3422592,,
-71.51220299003008,59440.0,13694976.0,3423744.0,2972.0,0.019081883132457733,991.724853515625,-1.1113874912261963,0.024836324155330658,0.02890625,183.2472686767578,0.0,6.891923904418945,242.0,0.0,0.0003,2972,3423744,,
,59460.0,13699584.0,3424896.0,2973.0,-0.05245761200785637,11.893911361694336,-1.0536634922027588,0.04514774680137634,0.2052734375,45.29679870605469,0.0,7.395000457763672,243.0,0.0,0.0003,2973,3424896,,
-73.58725227612317,59480.0,13704192.0,3426048.0,2974.0,0.003933988511562347,891.0214233398438,-1.1248729228973389,0.03125377744436264,0.0572265625,462.2464599609375,0.0,7.888195037841797,243.0,0.0,0.0003,2974,3426048,,
-70.93822744075459,59500.0,13708800.0,3427200.0,2975.0,-0.0012198742479085922,413.67340087890625,-1.118012547492981,0.006405358202755451,0.012109375,447.26654052734375,0.0,7.252152442932129,243.0,0.0,0.0003,2975,3427200,,
,,,,,,,,,,,,,,,,2975,3427200,-37.84263397158044,-1.0749191
,59520.0,13713408.0,3428352.0,2976.0,-0.02022581174969673,8.595243453979492,-1.0178511142730713,0.028517939150333405,0.0935546875,72.24214172363281,0.0,7.427431583404541,242.0,0.0,0.0003,2976,3428352,,
-72.01603934001902,59540.0,13718016.0,3429504.0,2977.0,0.004314670339226723,556.4310302734375,-1.0619760751724243,0.022345833480358124,0.06171875,216.04510498046875,0.0,7.618995666503906,242.0,0.0,0.0003,2977,3429504,,
-73.40487707303474,59560.0,13722624.0,3430656.0,2978.0,0.0011201463639736176,688.2018432617188,-1.0619993209838867,0.01176801323890686,0.0109375,1764.0208740234375,0.0,7.58354377746582,242.0,0.0,0.0003,2978,3430656,,
,59580.0,13727232.0,3431808.0,2979.0,0.049497801810503006,5.120771408081055,-1.0701963901519775,0.02613236755132675,0.0759765625,89.8314208984375,0.0,7.130223274230957,242.0,0.0,0.0003,2979,3431808,,
-70.7634179427851,59600.0,13731840.0,3432960.0,2980.0,0.015453582629561424,627.1912841796875,-1.0868709087371826,0.017734019085764885,0.0693359375,234.1717071533203,0.0,6.637691497802734,242.0,0.0,0.0003,2980,3432960,,
,59620.0,13736448.0,3434112.0,2981.0,-0.014039197936654091,11.70639419555664,-0.9787535667419434,0.07713940739631653,0.245703125,54.549354553222656,0.0,6.935553550720215,242.0,0.0,0.0003,2981,3434112,,
-75.04527257459391,59640.0,13741056.0,3435264.0,2982.0,0.004332542419433594,558.8517456054688,-1.045398235321045,0.010394951328635216,0.0203125,458.09735107421875,0.0,7.4115118980407715,242.0,0.0,0.0003,2982,3435264,,
-74.71915953423515,59660.0,13745664.0,3436416.0,2983.0,0.0007288288325071335,749.9180908203125,-1.0410971641540527,0.007772283628582954,0.00703125,4338.1015625,0.0,7.004693984985352,242.0,0.0,0.0003,2983,3436416,,
,59680.0,13750272.0,3437568.0,2984.0,-0.006083367392420769,11.13253402709961,-0.9286597371101379,0.04970856383442879,0.108984375,68.81546783447266,0.0,7.691519260406494,242.0,0.0,0.0003,2984,3437568,,
-75.15059772057516,59700.0,13754880.0,3438720.0,2985.0,0.01083102822303772,672.7081298828125,-1.0432839393615723,0.022044826298952103,0.0595703125,502.1556091308594,0.0,6.6006927490234375,242.0,0.0,0.0003,2985,3438720,,
-74.69990565623688,59720.0,13759488.0,3439872.0,2986.0,-0.0006034020334482193,685.531982421875,-1.0466089248657227,0.010184239596128464,0.0107421875,772.6226196289062,0.0,6.5224385261535645,242.0,0.0,0.0003,2986,3439872,,
,59740.0,13764096.0,3441024.0,2987.0,0.008250586688518524,8.092507362365723,-0.9724798202514648,0.027596881613135338,0.060546875,70.36161041259766,0.0,7.9605207443237305,242.0,0.0,0.0003,2987,3441024,,
-74.5453612359382,59760.0,13768704.0,3442176.0,2988.0,-0.00300588458776474,805.467529296875,-0.9906448125839233,0.018562912940979004,0.0423828125,251.1451416015625,0.0,7.294525146484375,242.0,0.0,0.0003,2988,3442176,,
-72.94245539055031,59780.0,13773312.0,3443328.0,2989.0,0.004752485081553459,517.7366943359375,-1.001958966255188,0.006860924419015646,0.003515625,402.754638671875,0.0,6.994328498840332,242.0,0.0,0.0003,2989,3443328,,
,59800.0,13777920.0,3444480.0,2990.0,0.03388012945652008,4.823110580444336,-1.038862705230713,0.030031874775886536,0.0609375,98.91165161132812,0.0,7.436938285827637,242.0,0.0,0.0003,2990,3444480,,
-74.70328997097619,59820.0,13782528.0,3445632.0,2991.0,-0.020069636404514313,933.4949951171875,-1.0474109649658203,0.03506512939929962,0.088671875,185.21762084960938,0.0,7.03808069229126,243.0,0.0,0.0003,2991,3445632,,
,59840.0,13787136.0,3446784.0,2992.0,0.005497021600604057,11.80284309387207,-0.9694705009460449,0.042789164930582047,0.1369140625,63.253570556640625,0.0,7.92917537689209,243.0,0.0,0.0003,2992,3446784,,
-72.43126884237887,59860.0,13791744.0,3447936.0,2993.0,0.017146196216344833,829.4720458984375,-1.0610849857330322,0.01917956955730915,0.0626953125,280.7182312011719,0.0,6.8240580558776855,243.0,0.0,0.0003,2993,3447936,,
-74.77929704719868,59880.0,13796352.0,3449088.0,2994.0,0.010831844061613083,592.521484375,-1.1755621433258057,0.02960885874927044,0.049609375,275.1261291503906,0.0,6.361018180847168,243.0,0.0,0.0003,2994,3449088,,
,59900.0,13800960.0,3450240.0,2995.0,0.025493131950497627,9.320971488952637,-0.9676178097724915,0.0456654317677021,0.1142578125,63.84288787841797,0.0,8.046600341796875,243.0,0.0,0.0003,2995,3450240,,
-71.73652274586367,59920.0,13805568.0,3451392.0,2996.0,-0.0042411331087350845,808.19140625,-1.103708267211914,0.029204756021499634,0.0771484375,2730.071533203125,0.0,6.672206878662109,243.0,0.0,0.0003,2996,3451392,,
-70.64997291610558,59940.0,13810176.0,3452544.0,2997.0,-0.006259649991989136,802.676025390625,-1.1344302892684937,0.03552389144897461,0.0626953125,4120.68310546875,0.0,6.717945098876953,243.0,0.0,0.0003,2997,3452544,,
,59960.0,13814784.0,3453696.0,2998.0,-0.02257748506963253,6.947171211242676,-1.049788236618042,0.030891479924321175,0.12265625,89.71668243408203,0.0,7.603659152984619,243.0,0.0,0.0003,2998,3453696,,
-72.19468634515377,59980.0,13819392.0,3454848.0,2999.0,0.010063841938972473,759.95556640625,-1.1829363107681274,0.029088880866765976,0.0412109375,199.56272888183594,0.0,6.684466361999512,243.0,0.0,0.0003,2999,3454848,,
-67.9272507198728,60000.0,13824000.0,3456000.0,3000.0,-0.009477600455284119,850.4622802734375,-1.0252110958099365,0.007757725194096565,0.0048828125,549.8981323242188,0.0,8.13995361328125,243.0,0.0,0.0003,3000,3456000,,
,,,,,,,,,,,,,,,,3000,3456000,-37.29458272439485,-1.1278107
,60020.0,13828608.0,3457152.0,3001.0,0.03936436027288437,12.183679580688477,-1.1396794319152832,0.05136500298976898,0.0818359375,149.43788146972656,0.0,7.229608535766602,242.0,0.0,0.0003,3001,3457152,,
-71.44144407390542,60040.0,13833216.0,3458304.0,3002.0,-0.0028355680406093597,559.7216796875,-1.1171396970748901,0.023543402552604675,0.06484375,124.06619262695312,0.0,6.854630470275879,242.0,0.0,0.0003,3002,3458304,,
,60060.0,13837824.0,3459456.0,3003.0,0.0005435855127871037,10.011504173278809,-0.9666473865509033,0.05183146148920059,0.16015625,70.35552215576172,0.0,7.749982833862305,242.0,0.0,0.0003,3003,3459456,,
-71.36402978653484,60080.0,13842432.0,3460608.0,3004.0,0.03756378963589668,682.803955078125,-1.1454877853393555,0.041039757430553436,0.12421875,436.2125549316406,0.0,6.682461738586426,242.0,0.0,0.0003,3004,3460608,,
-73.44243787104445,60100.0,13847040.0,3461760.0,3005.0,-0.012391950935125351,606.05126953125,-1.0988471508026123,0.008948484435677528,0.01484375,243.54550170898438,0.0,7.451474189758301,242.0,0.0,0.0003,3005,3461760,,
,60120.0,13851648.0,3462912.0,3006.0,0.005291935056447983,7.786495208740234,-1.0730414390563965,0.03053503856062889,0.125,74.3033218383789,0.0,7.772875785827637,242.0,0.0,0.0003,3006,3462912,,
-72.66064953567307,60140.0,13856256.0,3464064.0,3007.0,-0.0025298744440078735,364.8573913574219,-1.115006923675537,0.015068239532411098,0.04140625,331.0634460449219,0.0,6.873510360717773,242.0,0.0,0.0003,3007,3464064,,
-70.9530372926194,60160.0,13860864.0,3465216.0,3008.0,-0.0074954889714717865,535.902099609375,-1.1194477081298828,0.0077097308821976185,0.002734375,3246.146240234375,0.0,7.0452775955200195,243.0,0.0,0.0003,3008,3465216,,
,60180.0,13865472.0,3466368.0,3009.0,0.03181606903672218,4.803404808044434,-1.1337089538574219,0.02397197112441063,0.1,91.05717468261719,0.0,7.135363578796387,243.0,0.0,0.0003,3009,3466368,,
-68.63181274676657,60200.0,13870080.0,3467520.0,3010.0,0.004026640206575394,661.4653930664062,-1.1364667415618896,0.018534250557422638,0.0388671875,165.7434844970703,0.0,7.096688270568848,243.0,0.0,0.0003,3010,3467520,,
,60220.0,13874688.0,3468672.0,3011.0,0.027533791959285736,12.551424026489258,-1.0262510776519775,0.060401298105716705,0.1435546875,104.24681854248047,0.0,7.442813873291016,243.0,0.0,0.0003,3011,3468672,,
-70.11289297693148,60240.0,13879296.0,3469824.0,3012.0,0.009026359766721725,192.10858154296875,-1.1076645851135254,0.02584625780582428,0.073828125,380.3364562988281,0.0,6.950270652770996,243.0,0.0,0.0003,3012,3469824,,
-70.8472399171818,60260.0,13883904.0,3470976.0,3013.0,0.005561184138059616,415.0668029785156,-1.1076710224151611,0.03505636751651764,0.07109375,3483.1767578125,0.0,6.843814373016357,243.0,0.0,0.0003,3013,3470976,,
,60280.0,13888512.0,3472128.0,3014.0,-0.01448986679315567,9.69508171081543,-1.021365761756897,0.03246043622493744,0.08828125,47.2820930480957,0.0,7.8751935958862305,243.0,0.0,0.0003,3014,3472128,,
-70.8882948696159,60300.0,13893120.0,3473280.0,3015.0,0.01717090606689453,980.9375610351562,-1.1433442831039429,0.016800034791231155,0.05,362.6936340332031,0.0,6.613245964050293,243.0,0.0,0.0003,3015,3473280,,
-71.06188488283452,60320.0,13897728.0,3474432.0,3016.0,0.0038290582597255707,1079.4385986328125,-1.1145856380462646,0.01747543178498745,0.02421875,108.37358856201172,0.0,7.267345428466797,243.0,0.0,0.0003,3016,3474432,,
,60340.0,13902336.0,3475584.0,3017.0,0.06492222845554352,7.698833465576172,-1.0038655996322632,0.07220223546028137,0.157421875,122.21734619140625,0.0,8.761805534362793,243.0,0.0,0.0003,3017,3475584,,
-69.68566398076271,60360.0,13906944.0,3476736.0,3018.0,-0.005047962069511414,666.8018188476562,-1.093016266822815,0.021243866533041,0.04453125,440.3568420410156,0.0,7.254055976867676,243.0,0.0,0.0003,3018,3476736,,
-70.93719500107257,60380.0,13911552.0,3477888.0,3019.0,0.0011670775711536407,698.8895263671875,-1.0261117219924927,0.0021586366929113865,0.001953125,4208.3134765625,0.0,7.785003662109375,243.0,0.0,0.0003,3019,3477888,,
,60400.0,13916160.0,3479040.0,3020.0,0.02508465200662613,7.084024906158447,-1.049665093421936,0.03947636857628822,0.089453125,72.60716247558594,0.0,7.692909240722656,243.0,0.0,0.0003,3020,3479040,,
-73.0492095414803,60420.0,13920768.0,3480192.0,3021.0,0.022756103426218033,710.6614990234375,-1.1017156839370728,0.02682437188923359,0.044140625,118.59809875488281,0.0,6.688907623291016,243.0,0.0,0.0003,3021,3480192,,
,60440.0,13925376.0,3481344.0,3022.0,-0.05201034992933273,10.670852661132812,-1.0041006803512573,0.035807810723781586,0.113671875,45.15376281738281,0.0,6.985691070556641,243.0,0.0,0.0003,3022,3481344,,
-71.26069761976086,60460.0,13929984.0,3482496.0,3023.0,0.015616435557603836,375.77618408203125,-1.095048427581787,0.0180694367736578,0.0529296875,810.0757446289062,0.0,6.544821262359619,243.0,0.0,0.0003,3023,3482496,,
-72.48738010838791,60480.0,13934592.0,3483648.0,3024.0,0.007588494569063187,900.9832153320312,-1.1007676124572754,0.015052644535899162,0.029296875,4717.251953125,0.0,6.959944248199463,243.0,0.0,0.0003,3024,3483648,,
,60500.0,13939200.0,3484800.0,3025.0,-0.0010724104940891266,8.625785827636719,-0.9920617341995239,0.019706830382347107,0.0525390625,77.73133850097656,0.0,7.955967903137207,243.0,0.0,0.0003,3025,3484800,,
,,,,,,,,,,,,,,,,3025,3484800,-37.688183483589725,-1.0570766
-71.8082111919262,60520.0,13943808.0,3485952.0,3026.0,0.006368167698383331,849.4942626953125,-1.0801185369491577,0.016161680221557617,0.0689453125,1920.5797119140625,0.0,6.764117240905762,243.0,0.0,0.0003,3026,3485952,,
-70.63843721698743,60540.0,13948416.0,3487104.0,3027.0,-0.00040884967893362045,918.0478515625,-1.0849077701568604,0.012573101557791233,0.0341796875,358.864013671875,0.0,6.515748977661133,243.0,0.0,0.0003,3027,3487104,,
,60560.0,13953024.0,3488256.0,3028.0,0.0005155950784683228,7.310351371765137,-1.0301527976989746,0.0676732063293457,0.1091796875,75.14688110351562,0.0,7.0738019943237305,243.0,0.0,0.0003,3028,3488256,,
-73.16876058320271,60580.0,13957632.0,3489408.0,3029.0,0.03583758324384689,936.781494140625,-1.1526191234588623,0.050432443618774414,0.06796875,2947.921142578125,0.0,6.578632354736328,243.0,0.0,0.0003,3029,3489408,,
-72.80445292789413,60600.0,13962240.0,3490560.0,3030.0,0.0001968666911125183,648.5924072265625,-1.0089976787567139,0.006422530859708786,0.0033203125,2013.7193603515625,0.0,7.971073150634766,243.0,0.0,0.0003,3030,3490560,,
,60620.0,13966848.0,3491712.0,3031.0,0.01542091928422451,4.680414199829102,-1.1050809621810913,0.07347419857978821,0.172265625,79.09969329833984,0.0,6.46073055267334,243.0,0.0,0.0003,3031,3491712,,
-68.4442906563042,60640.0,13971456.0,3492864.0,3032.0,0.005994521081447601,788.7727661132812,-1.1034386157989502,0.027886420488357544,0.074609375,597.247802734375,0.0,6.8210649490356445,243.0,0.0,0.0003,3032,3492864,,
,60660.0,13976064.0,3494016.0,3033.0,0.007141478359699249,11.432744979858398,-1.030266523361206,0.04191192239522934,0.1552734375,53.494476318359375,0.0,7.4744720458984375,243.0,0.0,0.0003,3033,3494016,,
-71.02698125771637,60680.0,13980672.0,3495168.0,3034.0,-0.001180286519229412,981.7512817382812,-1.0848979949951172,0.013090299442410469,0.0345703125,957.8637084960938,0.0,6.821104049682617,243.0,0.0,0.0003,3034,3495168,,
-71.02787920161967,60700.0,13985280.0,3496320.0,3035.0,-0.001544274389743805,745.1257934570312,-1.1579792499542236,0.02736816182732582,0.028515625,276.4425354003906,0.0,6.640661716461182,243.0,0.0,0.0003,3035,3496320,,
,60720.0,13989888.0,3497472.0,3036.0,-0.014480248093605042,7.527400970458984,-1.0574662685394287,0.041687607765197754,0.21484375,118.74064636230469,0.0,6.663908958435059,243.0,0.0,0.0003,3036,3497472,,
-68.29534658749353,60740.0,13994496.0,3498624.0,3037.0,0.006610183045268059,526.327392578125,-1.173742651939392,0.024757787585258484,0.072265625,318.07861328125,0.0,6.520536422729492,243.0,0.0,0.0003,3037,3498624,,
-73.01351753313446,60760.0,13999104.0,3499776.0,3038.0,0.0018079951405525208,609.503662109375,-1.098865032196045,0.003949150443077087,0.0171875,3496.09521484375,0.0,7.613851547241211,243.0,0.0,0.0003,3038,3499776,,
,60780.0,14003712.0,3500928.0,3039.0,-0.018038805574178696,5.25034236907959,-1.1030972003936768,0.019509170204401016,0.0431640625,137.3347625732422,0.0,7.191436290740967,243.0,0.0,0.0003,3039,3500928,,
-70.36607513036846,60800.0,14008320.0,3502080.0,3040.0,-0.01264820247888565,715.358154296875,-1.1275231838226318,0.010027734562754631,0.033203125,1924.453125,0.0,6.824816703796387,243.0,0.0,0.0003,3040,3502080,,
,60820.0,14012928.0,3503232.0,3041.0,0.0007661245763301849,11.0902738571167,-1.03387451171875,0.029350263997912407,0.073828125,59.49271011352539,0.0,7.195096969604492,243.0,0.0,0.0003,3041,3503232,,
-72.37705572073479,60840.0,14017536.0,3504384.0,3042.0,0.014166183769702911,152.1256103515625,-1.1676080226898193,0.009177407249808311,0.0138671875,521.2266235351562,0.0,6.7494096755981445,243.0,0.0,0.0003,3042,3504384,,
-66.98395214418741,60860.0,14022144.0,3505536.0,3043.0,0.04279332607984543,1165.9046630859375,-1.160723090171814,0.04698088765144348,0.0560546875,6148.0712890625,0.0,6.556605815887451,243.0,0.0,0.0003,3043,3505536,,
,60880.0,14026752.0,3506688.0,3044.0,0.007990017533302307,10.007232666015625,-1.084513545036316,0.01833840273320675,0.078125,67.50394439697266,0.0,7.269608974456787,243.0,0.0,0.0003,3044,3506688,,
-67.96194005494637,60900.0,14031360.0,3507840.0,3045.0,-0.020102757960557938,403.463134765625,-1.1951940059661865,0.027502797544002533,0.079296875,722.2318115234375,0.0,6.963143348693848,243.0,0.0,0.0003,3045,3507840,,
-68.23197791778539,60920.0,14035968.0,3508992.0,3046.0,-0.0039038732647895813,862.8382568359375,-1.1452902555465698,0.01515122875571251,0.017578125,176.25303649902344,0.0,7.298178195953369,243.0,0.0,0.0003,3046,3508992,,
,60940.0,14040576.0,3510144.0,3047.0,0.013119090348482132,5.936868190765381,-1.0515611171722412,0.039193667471408844,0.1232421875,56.621177673339844,0.0,7.237401962280273,243.0,0.0,0.0003,3047,3510144,,
-71.00774301691891,60960.0,14045184.0,3511296.0,3048.0,-0.00955122523009777,757.1825561523438,-1.0463428497314453,0.027767304331064224,0.09375,1450.9234619140625,0.0,7.064857482910156,243.0,0.0,0.0003,3048,3511296,,
-71.95808648778466,60980.0,14049792.0,3512448.0,3049.0,-0.007736686617136002,621.62451171875,-1.05666983127594,0.01136742439121008,0.0154296875,682.0730590820312,0.0,7.645583152770996,243.0,0.0,0.0003,3049,3512448,,
,61000.0,14054400.0,3513600.0,3050.0,0.01607610285282135,5.132964134216309,-1.0432063341140747,0.029923439025878906,0.0623046875,55.13709259033203,0.0,7.805520534515381,243.0,0.0,0.0003,3050,3513600,,
,,,,,,,,,,,,,,,,3050,3513600,-37.58241160452672,-1.0838578
-72.20426786613085,61020.0,14059008.0,3514752.0,3051.0,0.007582850754261017,798.5559692382812,-1.1217453479766846,0.02503405325114727,0.046875,122.45072174072266,0.0,7.0820770263671875,243.0,0.0,0.0003,3051,3514752,,
,61040.0,14063616.0,3515904.0,3052.0,0.0018448643386363983,11.727767944335938,-1.0440728664398193,0.03723975643515587,0.0791015625,56.642723083496094,0.0,7.568473815917969,243.0,0.0,0.0003,3052,3515904,,
-70.95853435612352,61060.0,14068224.0,3517056.0,3053.0,0.0029863379895687103,475.3824768066406,-1.1071302890777588,0.015413843095302582,0.0302734375,1197.591064453125,0.0,7.10039758682251,243.0,0.0,0.0003,3053,3517056,,
-71.39825541340618,61080.0,14072832.0,3518208.0,3054.0,-0.016601961106061935,777.7110595703125,-1.149876356124878,0.02599986270070076,0.0380859375,4413.40234375,0.0,6.828380584716797,243.0,0.0,0.0003,3054,3518208,,
,61100.0,14077440.0,3519360.0,3055.0,0.022626476362347603,9.074075698852539,-0.983948826789856,0.03717006742954254,0.0970703125,73.8960189819336,0.0,8.398696899414062,243.0,0.0,0.0003,3055,3519360,,
-71.62338173388491,61120.0,14082048.0,3520512.0,3056.0,0.008989419788122177,700.6132202148438,-1.0929436683654785,0.01901262439787388,0.055078125,3912.375732421875,0.0,7.194867134094238,243.0,0.0,0.0003,3056,3520512,,
-71.49772226805175,61140.0,14086656.0,3521664.0,3057.0,-0.006654635071754456,837.028076171875,-1.0871045589447021,0.008349215611815453,0.0123046875,3894.54833984375,0.0,6.5694684982299805,243.0,0.0,0.0003,3057,3521664,,
,61160.0,14091264.0,3522816.0,3058.0,0.020030077546834946,9.02321720123291,-0.9941900968551636,0.02969488501548767,0.1015625,54.84523010253906,0.0,7.4148101806640625,243.0,0.0,0.0003,3058,3522816,,
-74.2014227398246,61180.0,14095872.0,3523968.0,3059.0,0.006025657057762146,840.875732421875,-1.0506622791290283,0.019617142155766487,0.06328125,152.1282958984375,0.0,7.458745002746582,243.0,0.0,0.0003,3059,3523968,,
-77.20279271925105,61200.0,14100480.0,3525120.0,3060.0,0.0032794661819934845,1119.5355224609375,-0.9367583990097046,0.003270532935857773,0.002734375,645.3358764648438,0.0,8.340263366699219,243.0,0.0,0.0003,3060,3525120,,
,61220.0,14105088.0,3526272.0,3061.0,0.060485027730464935,5.04971981048584,-1.0199861526489258,0.10915672034025192,0.189453125,54.95688247680664,0.0,7.279027938842773,243.0,0.0,0.0003,3061,3526272,,
-74.9542277469132,61240.0,14109696.0,3527424.0,3062.0,0.0016320087015628815,631.4732055664062,-1.0529645681381226,0.02075924724340439,0.0619140625,2614.040771484375,0.0,7.091392517089844,243.0,0.0,0.0003,3062,3527424,,
,61260.0,14114304.0,3528576.0,3063.0,0.004442889243364334,10.893077850341797,-0.9336770176887512,0.04458814114332199,0.120703125,121.74385833740234,0.0,7.529778480529785,243.0,0.0,0.0003,3063,3528576,,
-75.14653300858726,61280.0,14118912.0,3529728.0,3064.0,0.010668795555830002,607.5224609375,-1.0274988412857056,0.026268068701028824,0.0587890625,673.9307250976562,0.0,6.680039405822754,243.0,0.0,0.0003,3064,3529728,,
-74.42659973785663,61300.0,14123520.0,3530880.0,3065.0,0.0018976032733917236,618.0902099609375,-1.0311038494110107,0.00659566605463624,0.0044921875,348.01983642578125,0.0,6.770965576171875,243.0,0.0,0.0003,3065,3530880,,
,61320.0,14128128.0,3532032.0,3066.0,0.008319467306137085,8.934226989746094,-0.9368557929992676,0.035741325467824936,0.1404296875,103.2694320678711,0.0,7.338991165161133,243.0,0.0,0.0003,3066,3532032,,
-77.72166199798113,61340.0,14132736.0,3533184.0,3067.0,0.008486073464155197,661.4525146484375,-1.0534629821777344,0.011619404889643192,0.0302734375,591.86572265625,0.0,7.019170761108398,243.0,0.0,0.0003,3067,3533184,,
-73.67580953538832,61360.0,14137344.0,3534336.0,3068.0,-0.00639566034078598,652.563720703125,-1.0310896635055542,0.011576307937502861,0.0140625,1085.9613037109375,0.0,7.782427787780762,243.0,0.0,0.0003,3068,3534336,,
,61380.0,14141952.0,3535488.0,3069.0,-0.01347203180193901,6.45847225189209,-0.9668526649475098,0.053612612187862396,0.0927734375,98.22134399414062,0.0,7.580073833465576,243.0,0.0,0.0003,3069,3535488,,
-72.80938193589633,61400.0,14146560.0,3536640.0,3070.0,0.008636724203824997,800.2177124023438,-1.0379407405853271,0.01945599727332592,0.04375,1664.9150390625,0.0,7.1543731689453125,243.0,0.0,0.0003,3070,3536640,,
,61420.0,14151168.0,3537792.0,3071.0,0.008425749838352203,14.152164459228516,-0.9131075739860535,0.02960045263171196,0.0791015625,69.30703735351562,0.0,8.056473731994629,243.0,0.0,0.0003,3071,3537792,,
-78.05410741563533,61440.0,14155776.0,3538944.0,3072.0,0.00011268258094787598,236.45205688476562,-1.0015757083892822,0.04445021599531174,0.095703125,541.0101318359375,0.0,7.577510833740234,243.0,0.0,0.0003,3072,3538944,,
-79.17483685777421,61460.0,14160384.0,3540096.0,3073.0,-0.014961011707782745,810.3143310546875,-1.0520873069763184,0.010090997442603111,0.01328125,1213.233154296875,0.0,6.868342876434326,243.0,0.0,0.0003,3073,3540096,,
,61480.0,14164992.0,3541248.0,3074.0,-0.0030776746571063995,14.404369354248047,-0.9407367706298828,0.038277432322502136,0.07578125,68.73375701904297,0.0,8.097112655639648,243.0,0.0,0.0003,3074,3541248,,
-77.46392592251219,61500.0,14169600.0,3542400.0,3075.0,0.003696829080581665,703.8549194335938,-1.0539032220840454,0.024537883698940277,0.0708984375,593.0408935546875,0.0,6.88315486907959,243.0,0.0,0.0003,3075,3542400,,
,,,,,,,,,,,,,,,,3075,3542400,-37.59368799150964,-1.0213825
-74.96348153582049,61520.0,14174208.0,3543552.0,3076.0,0.011049844324588776,478.2757568359375,-1.1008620262145996,0.024593990296125412,0.040234375,521.611083984375,0.0,6.765068531036377,243.0,0.0,0.0003,3076,3543552,,
,61540.0,14178816.0,3544704.0,3077.0,0.0095451008528471,7.448972225189209,-1.0054351091384888,0.02012220025062561,0.1828125,42.93585968017578,0.0,7.732397079467773,243.0,0.0,0.0003,3077,3544704,,
-75.72996635009078,61560.0,14183424.0,3545856.0,3078.0,-0.0010205507278442383,663.9603271484375,-1.0853471755981445,0.018436787649989128,0.02890625,394.80401611328125,0.0,6.476980209350586,243.0,0.0,0.0003,3078,3545856,,
-72.49283311593537,61580.0,14188032.0,3547008.0,3079.0,-0.01293056458234787,681.7130126953125,-1.0294384956359863,0.005369744263589382,0.003125,523.7765502929688,0.0,7.0040435791015625,243.0,0.0,0.0003,3079,3547008,,
,61600.0,14192640.0,3548160.0,3080.0,0.03426124155521393,5.248424530029297,-1.0053725242614746,0.04195092245936394,0.076953125,69.77681732177734,0.0,7.118261337280273,243.0,0.0,0.0003,3080,3548160,,
-74.100462744355,61620.0,14197248.0,3549312.0,3081.0,0.015243619680404663,776.4500732421875,-1.1313964128494263,0.02597828209400177,0.068359375,91.48538970947266,0.0,6.8939032554626465,243.0,0.0,0.0003,3081,3549312,,
,61640.0,14201856.0,3550464.0,3082.0,-0.003954961895942688,11.095599174499512,-1.0142273902893066,0.02307131700217724,0.1091796875,202.877197265625,0.0,7.31698751449585,243.0,0.0,0.0003,3082,3550464,,
-69.28351557371003,61660.0,14206464.0,3551616.0,3083.0,-0.0005610436201095581,847.97412109375,-1.070244550704956,0.019542645663022995,0.062109375,456.4156494140625,0.0,7.7479658126831055,243.0,0.0,0.0003,3083,3551616,,
-68.87611922429058,61680.0,14211072.0,3552768.0,3084.0,0.003725397400557995,596.8486328125,-1.169022560119629,0.013067353516817093,0.0125,421.33636474609375,0.0,6.898833274841309,243.0,0.0,0.0003,3084,3552768,,
,61700.0,14215680.0,3553920.0,3085.0,-0.003899715840816498,7.389156818389893,-1.0035510063171387,0.028502609580755234,0.1099609375,60.63692855834961,0.0,7.623908519744873,243.0,0.0,0.0003,3085,3553920,,
-70.42695534496485,61720.0,14220288.0,3555072.0,3086.0,0.033287614583969116,614.8007202148438,-1.125328779220581,0.04636700451374054,0.0966796875,1955.2869873046875,0.0,6.915109157562256,243.0,0.0,0.0003,3086,3555072,,
-74.09607278991047,61740.0,14224896.0,3556224.0,3087.0,-0.02130807191133499,627.8587036132812,-1.1680629253387451,0.015533676370978355,0.019140625,314.78118896484375,0.0,6.548093795776367,243.0,0.0,0.0003,3087,3556224,,
,61760.0,14229504.0,3557376.0,3088.0,-0.04944613203406334,6.193841457366943,-1.076317310333252,0.040201861411333084,0.1654296875,103.08341979980469,0.0,7.363131999969482,243.0,0.0,0.0003,3088,3557376,,
-71.91165030884817,61780.0,14234112.0,3558528.0,3089.0,0.006882093846797943,647.826416015625,-1.1435551643371582,0.03300616890192032,0.084375,4126.7392578125,0.0,6.794875621795654,243.0,0.0,0.0003,3089,3558528,,
